Time Period,Measure Type,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By age,65+ years old,"Visit rate (per 1,000 people)",1.4,0.3,0.7,2.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By race/ethnicity,"Black, non-Hispanic",Visit count,103000,33000,38000,169000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",2.5,0.8,0.9,4.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By race/ethnicity,Hispanic,Visit count,215000,45000,126000,303000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",3.3,0.7,2,4.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By race/ethnicity,"White, non-Hispanic",Visit count,213000,61000,93000,333000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",1.1,0.3,0.5,1.7,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By sex,Female,Visit count,396000,89000,222000,569000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By sex,Female,"Visit rate (per 1,000 people)",2.4,0.5,1.3,3.4,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By sex,Male,Visit count,335000,69000,199000,470000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Birth defects and genetic issues,By sex,Male,"Visit rate (per 1,000 people)",2.1,0.4,1.2,2.9,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",Total,All visits,Visit count,14528000,2300000,10020000,19036000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",Total,All visits,"Visit rate (per 1,000 people)",44,7,30.3,57.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By age,0-17 years old,Visit count,2184000,361000,1477000,2891000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By age,0-17 years old,"Visit rate (per 1,000 people)",30,5,20.3,39.7,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By age,18-44 years old,Visit count,4555000,753000,3078000,6031000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By age,18-44 years old,"Visit rate (per 1,000 people)",38.6,6.4,26.1,51.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By age,45-64 years old,Visit count,5010000,811000,3420000,6599000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By age,45-64 years old,"Visit rate (per 1,000 people)",61.4,9.9,41.9,80.8,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By age,65+ years old,Visit count,2780000,463000,1872000,3688000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By age,65+ years old,"Visit rate (per 1,000 people)",48,8,32.3,63.7,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By race/ethnicity,"Black, non-Hispanic",Visit count,2584000,621000,1367000,3800000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",62.7,14.8,33.8,91.7,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By race/ethnicity,Hispanic,Visit count,4504000,928000,2684000,6323000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",69.7,13.8,42.7,96.8,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By race/ethnicity,"White, non-Hispanic",Visit count,4464000,940000,2622000,6305000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",23.2,4.7,13.9,32.5,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By sex,Female,Visit count,9198000,1498000,6263000,12133000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By sex,Female,"Visit rate (per 1,000 people)",54.8,8.9,37.3,72.3,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By sex,Male,Visit count,5325000,814000,3730000,6921000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Symptoms, signs, and abnormal test results",By sex,Male,"Visit rate (per 1,000 people)",32.8,5,22.9,42.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",Total,All visits,Visit count,2127000,407000,1330000,2925000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",Total,All visits,"Visit rate (per 1,000 people)",6.4,1.2,4,8.9,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By age,0-17 years old,Visit count,300000,56000,191000,410000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By age,0-17 years old,"Visit rate (per 1,000 people)",4.1,0.8,2.6,5.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By age,18-44 years old,Visit count,632000,117000,402000,862000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By age,18-44 years old,"Visit rate (per 1,000 people)",5.4,1,3.4,7.3,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By age,45-64 years old,Visit count,744000,149000,451000,1037000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By age,45-64 years old,"Visit rate (per 1,000 people)",9.1,1.8,5.5,12.7,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By age,65+ years old,Visit count,452000,102000,252000,651000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By age,65+ years old,"Visit rate (per 1,000 people)",7.8,1.8,4.3,11.2,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By race/ethnicity,"Black, non-Hispanic",Visit count,360000,100000,164000,557000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",8.8,2.4,4,13.5,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By race/ethnicity,Hispanic,Visit count,599000,144000,316000,882000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",9.3,2.2,5.1,13.5,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By race/ethnicity,"White, non-Hispanic",Visit count,669000,157000,362000,976000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",3.5,0.8,1.9,5,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By sex,Female,Visit count,1299000,260000,789000,1809000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By sex,Female,"Visit rate (per 1,000 people)",7.7,1.6,4.7,10.8,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By sex,Male,Visit count,827000,152000,530000,1125000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,"Accidents, poisonings, and their effects",By sex,Male,"Visit rate (per 1,000 people)",5.1,0.9,3.3,6.9,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,Total,All visits,Visit count,343000,88000,171000,514000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,Total,All visits,"Visit rate (per 1,000 people)",1,0.3,0.5,1.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By age,0-17 years old,Visit count,42000,9000,25000,59000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By age,0-17 years old,"Visit rate (per 1,000 people)",0.6,0.1,0.3,0.8,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By age,18-44 years old,Visit count,91000,21000,50000,132000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By age,18-44 years old,"Visit rate (per 1,000 people)",0.8,0.2,0.4,1.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By age,45-64 years old,Visit count,120000,32000,56000,183000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By age,45-64 years old,"Visit rate (per 1,000 people)",1.5,0.4,0.7,2.2,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By age,65+ years old,Visit count,90000,29000,33000,148000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By age,65+ years old,"Visit rate (per 1,000 people)",1.6,0.5,0.6,2.5,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By race/ethnicity,"Black, non-Hispanic",Visit count,58000,16000,26000,89000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",1.4,0.4,0.7,2.2,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By race/ethnicity,Hispanic,Visit count,86000,24000,38000,133000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",1.3,0.4,0.6,2,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By race/ethnicity,"White, non-Hispanic",Visit count,81000,18000,45000,117000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",0.4,0.1,0.2,0.6,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By sex,Female,Visit count,222000,57000,110000,334000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By sex,Female,"Visit rate (per 1,000 people)",1.3,0.3,0.7,2,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By sex,Male,Visit count,121000,31000,60000,182000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Reasons for health issues from outside factors,By sex,Male,"Visit rate (per 1,000 people)",0.7,0.2,0.4,1.1,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,Total,All visits,Visit count,21659000,3773000,14263000,29054000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,Total,All visits,"Visit rate (per 1,000 people)",65.6,11.4,43.2,88,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By age,0-17 years old,Visit count,4098000,756000,2616000,5580000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By age,0-17 years old,"Visit rate (per 1,000 people)",56.3,10.4,36,76.7,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By age,18-44 years old,Visit count,8044000,1496000,5113000,10976000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By age,18-44 years old,"Visit rate (per 1,000 people)",68.2,12.7,43.3,93,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By age,45-64 years old,Visit count,6293000,1116000,4107000,8480000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By age,45-64 years old,"Visit rate (per 1,000 people)",77.1,13.7,50.3,103.9,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By age,65+ years old,Visit count,3223000,563000,2120000,4326000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By age,65+ years old,"Visit rate (per 1,000 people)",55.7,9.7,36.6,74.7,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By race/ethnicity,"Black, non-Hispanic",Visit count,3753000,916000,1958000,5547000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",91.1,21.8,48.4,133.9,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By race/ethnicity,Hispanic,Visit count,8029000,2139000,3835000,12222000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",124.3,32.4,60.8,187.8,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By race/ethnicity,"White, non-Hispanic",Visit count,5724000,1119000,3531000,7918000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",29.7,5.6,18.7,40.7,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By sex,Female,Visit count,13958000,2500000,9059000,18857000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By sex,Female,"Visit rate (per 1,000 people)",83.2,14.9,54,112.4,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By sex,Male,Visit count,7688000,1292000,5156000,10220000,Yes
Jan.-Jun. 2024,Diagnosis Chapter,Factors affecting health and interaction with healthcare,By sex,Male,"Visit rate (per 1,000 people)",47.3,7.9,31.7,62.9,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,Total,All visits,Visit count,2904000,608000,1711000,4096000,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,Total,All visits,"Visit rate (per 1,000 people)",30.9,6.5,18.2,43.6,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By age,12-19 years old,Visit count,183000,39000,107000,258000,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By age,12-19 years old,"Visit rate (per 1,000 people)",10.8,2.3,6.3,15.3,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By age,20-29 years old,Visit count,1248000,278000,702000,1794000,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By age,20-29 years old,"Visit rate (per 1,000 people)",58.4,13,32.9,84,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By age,30-39 years old,Visit count,1087000,230000,637000,1537000,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By age,30-39 years old,"Visit rate (per 1,000 people)",48,10.1,28.1,67.8,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By age,40-55 years old,Visit count,386000,78000,233000,538000,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By age,40-55 years old,"Visit rate (per 1,000 people)",11.7,2.4,7,16.3,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By race/ethnicity,"Black, non-Hispanic",Visit count,484000,146000,198000,770000,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",37.5,11.2,15.5,59.4,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By race/ethnicity,Hispanic,Visit count,1351000,362000,642000,2060000,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",66.3,17.5,32,100.5,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By race/ethnicity,"White, non-Hispanic",Visit count,532000,166000,206000,858000,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Any reproductive and maternal health visits,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",10.5,3.3,4.1,16.9,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Prenatal care visits,Total,All visits,Visit count,1815000,415000,1002000,2628000,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Prenatal care visits,Total,All visits,"Visit rate (per 1,000 people)",19.3,4.4,10.7,27.9,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Prenatal care visits,By age,12-19 years old,Visit count,75000,19000,39000,112000,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Prenatal care visits,By age,12-19 years old,"Visit rate (per 1,000 people)",4.5,1.1,2.3,6.6,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Prenatal care visits,By age,20-29 years old,Visit count,861000,206000,457000,1264000,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Prenatal care visits,By age,20-29 years old,"Visit rate (per 1,000 people)",40.3,9.6,21.4,59.2,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Prenatal care visits,By age,30-39 years old,Visit count,722000,165000,398000,1046000,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Prenatal care visits,By age,30-39 years old,"Visit rate (per 1,000 people)",31.8,7.3,17.5,46.2,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Prenatal care visits,By age,40-55 years old,Visit count,157000,40000,79000,235000,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Prenatal care visits,By age,40-55 years old,"Visit rate (per 1,000 people)",4.8,1.2,2.4,7.1,Yes
Jan.-Jun. 2024,Maternal Health Indicator,Prenatal care visits,By race/ethnicity,"Black, non-Hispanic",Visit count,261000,86000,93000,430000,Yes
